Année,Autonomie_constructeur,Boîte_de_vitesse,Capacité_batterie,Classe_Emission,Conso_batterie,Consommation_mixte,Contrôle_technique,Couleur_extérieure,Couleur_intérieure,CritAir,Garantie,Garantie_constructeur,Intensité_batterie,Kilométrage_compteur,Lien,Localisation,Mise_en_circulation,Nom_Vendeur,Nombre_de_places,Nombre_de_portes,Nombre_de_propriétaires,Norme_Euro,Première_main,Prime_à_la_conversion,Prix_inclut_la_batterie,Provenance,Puissance_din,Puissance_fiscale,Puissance_moteur,Rechargeable,Type_Vendeur,Voltage_batterie,Vérifié_Et_Garanti,marque,modele,niveau_equipement,nom_complet,prix,ref_annonce,ref_pro,Émissions_de_CO2,Énergie
2020,,automatique,,E,,7 l/100km,non requis,gris clair metal,cuir/alcantara noir,1,,,,9 072 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102095593.html,57,07/01/2021,M. ou Mme K.,4,2,3,EURO6,non,,,,450 ch,34 CV,331 kW,,Vendeur particulier,,,Porsche,911 TYPE 991 CABRIOLET,Bien équipé,PORSCHE 911 (991) (2) CABRIOLET 3.0 450 34CV CARRERA GTS PDK7,161 890 €,B102095593,,190 g/km,Essence
2018,,mécanique,,E,,6 l/100km,requis,blanc mat,cuir/tissu noir,2,,,,74 648 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102160079.html,31,07/02/2018,M. ou Mme M.,3,4,3,EURO6,oui,,,,121 ch,5 CV,70 kW,,Vendeur particulier,,,Opel,VIVARO 2,Bien équipé,OPEL VIVARO II 1.6 CDTI 95 L2H1 2.9 PACK BUSINESS,30 380 €,B102160079,,174 g/km,Diesel
2021,,automatique,,C,,,non requis,gris metal,alcantara noir,1,,,,57 001 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102152703.html,20,30/08/2021,M. ou Mme F.,5,5,2,EURO6,non,,,Importé,136 ch,7 CV,100 kW,,Vendeur particulier,,,Mercedes,CLASSE A 4,Très bien équipé,MERCEDES CLASSE A IV 180 AMG LINE 7G-DCT,36 290 €,B102152703,,137 g/km,Essence
2020,,automatique,,B,,4.8 l/100km,non requis,noir metal,cuir/tissu gris/bleu,2,,,,70 560 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102105824.html,78,25/05/2020,M. ou Mme R.,5,5,2,EURO6,non,,,Importé,150 ch,7 CV,110 kW,,Vendeur particulier,,,Bmw,SERIE 1 F40,Equipement standard,BMW SERIE 1 (F40) 118D 150 M SPORT BVA8,33 590 €,B102105824,,109 g/km,Diesel
2023,,automatique,,D,,6.4 l/100km,non requis,gris foncé metal,cuir/tissu gris,1,,,,8 925 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102069543.html,40,11/02/2023,M. ou Mme D.,5,5,1,EURO6,oui,,,,131 ch,7 CV,96 kW,,Vendeur particulier,,,Peugeot,3008 (2E GENERATION),Equipement standard,PEUGEOT 3008 II (2) 1.2 PURETECH 130 S&S ALLURE PACK EAT8,38 790 €,B102069543,,145 g/km,Essence
2018,490 Km,automatique,75 kWh,A,15 kWh/100km,,requis,noir verni,cuir noir,0,,,,94 500 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102137359.html,33,03/06/2018,M. ou Mme S.,5,5,2,EURO6,oui,,,,215 ch,9 CV,244 kW,oui,Vendeur particulier,,,Tesla,MODEL S,Equipement standard,TESLA MODEL S (2) 75 KWH DUAL MOTOR,57 750 €,B102137359,,0 g/km,Electrique
2018,,mécanique,,B,,3.6 l/100km,non requis,noir verni,tissu noir,2,,,,79 576 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141717.html,24,18/12/2018,M. ou Mme O.,5,5,2,EURO6,non,,,,116 ch,6 CV,85 kW,,Vendeur particulier,,,Bmw,X1 F48,Equipement standard,BMW X1 (F48) SDRIVE16D LOUNGE,22 270 €,B102141717,,104 g/km,Diesel
2011,,automatique,,F,,7.1 l/100km,requis,noir metal,cuir noir,1,,,,217 800 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102149345.html,29,12/05/2011,M. ou Mme L.,5,5,2,EURO5,non,,,Importé,265 ch,17 CV,195 kW,,Vendeur particulier,,,Audi,A4 (4E GENERATION) AVANT,Très bien équipé,AUDI A4 IV AVANT 3.2 V6 FSI 265 S LINE PLUS QUATTRO TIPTRONIC,16 330 €,B102149345,,219 g/km,Essence
2019,,automatique,,B,,4.1 l/100km,non requis,blanc nacre,simili cuir noir,1,,,,63 800 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102146751.html,84,01/02/2019,M. ou Mme A.,5,5,2,EURO6,oui,,,Importé,110 ch,6 CV,81 kW,,Vendeur particulier,,,Peugeot,2008,Très bien équipé,PEUGEOT 2008 (2) 1.2 PURETECH 110 S&S 6CV GT LINE EAT6,18 590 €,B102146751,,110 g/km,Essence
2015,,automatique,,E,,6.4 l/100km,requis,gris foncé metal,cuir/alcantara noir,2,,,,231 280 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102158036.html,07,12/03/2015,M. ou Mme V.,5,5,4,EURO5,non,,,,313 ch,20 CV,230 kW,,Vendeur particulier,,,Audi,SQ5,,AUDI SQ5 (2) 3.0 V6 BITDI 313 QUATTRO TIPTRONIC 8,26 780 €,B102158036,,179 g/km,Diesel
2020,,automatique,,C,,5.4 l/100km,non requis,ivoire nacre,alcantara gris,1,,,,47 200 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102154592.html,34,11/12/2020,M. ou Mme G.,5,5,2,EURO6,oui,,,,181 ch,10 CV,133 kW,,Vendeur particulier,,,Peugeot,508 (2E GENERATION),Bien équipé,PEUGEOT 508 II 1.6 PURETECH 180 S&S GT LINE EAT8,33 040 €,B102154592,,123 g/km,Essence
2020,,automatique,,E,,7 l/100km,non requis,gris foncé metal,simili cuir noir,2,,,,50 541 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102157322.html,21,22/07/2020,M. ou Mme B.,6,4,1,EURO6,oui,,,,190 ch,7 CV,140 kW,,Vendeur particulier,,,Mercedes,VITO 3,Bien équipé,MERCEDES VITO III MIXTO 119 CDI LONG PRO,45 900 €,B102157322,,170 g/km,Diesel
2019,31 Km,automatique,9 kWh,A,15 kWh/100km,,non requis,noir verni,cuir beige,1,,,,69 620 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102163328.html,75,08/03/2019,M. ou Mme J.,5,5,2,EURO6,oui,,,,245 ch,13 CV,230 kW,oui,Vendeur particulier,,,Bmw,X5 F15,Très bien équipé,BMW X5 (F15) XDRIVE40E 313 EXCLUSIVE BVA8,59 000 €,B102163328,,77 g/km,Hybride essence électrique
2017,,automatique,,D,,5.1 l/100km,requis,noir metal,alcantara noir,2,,,,57 240 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102157417.html,72,08/04/2017,M. ou Mme D.,5,5,1,EURO6,oui,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Volkswagen,TIGUAN,Très bien équipé,VOLKSWAGEN TIGUAN (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY 4MOTION CARAT DSG7,28 080 €,B102157417,,149 g/km,Diesel
2016,,mécanique,,B,,3.9 l/100km,requis,gris anthracite metal,tissu noir,1,,,,67 540 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102158364.html,51,18/12/2016,M. ou Mme L.,5,5,2,EURO6,non,,,,131 ch,6 CV,96 kW,,Vendeur particulier,,,Peugeot,308 (2E GENERATION),Très bien équipé,PEUGEOT 308 II 1.2 PURETECH 130 S&S ALLURE,17 050 €,B102158364,,107 g/km,Essence
2015,,mécanique,,B,,4.4 l/100km,requis,gris anthracite metal,tissu noir,1,,,,22 990 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102142709.html,76,25/02/2015,M. ou Mme M.,4,3,2,EURO6,non,,,,69 ch,4 CV,51 kW,,Vendeur particulier,,,Ford,KA 2,Très bien équipé,FORD KA II 1.2 69 TITANIUM S&S,9 680 €,B102142709,,115 g/km,Essence
2020,,mécanique,,C,,5.8 l/100km,non requis,bleu metal,tissu noir,1,,,,52 788 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102159452.html,32,29/12/2020,M. ou Mme M.,5,5,1,EURO6,oui,,,,120 ch,6 CV,88 kW,,Vendeur particulier,,,Fiat,500 X,Bien équipé,FIAT 500 X (2) 1.0 FIREFLY T T3 120 CITY CROSS,17 270 €,B102159452,,125 g/km,Essence
2022,,automatique,,E,,6.3 l/100km,non requis,noir metal,cuir noir,2,,en cours,,43 618 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102153453.html,13,16/09/2022,M. ou Mme N.,5,5,1,EURO6,oui,,,,195 ch,11 CV,143 kW,,Vendeur particulier,,,Mercedes,GLC,Très bien équipé,MERCEDES GLC (2) 220 D AMG LINE 4MATIC BVA9,55 250 €,B102153453,,168 g/km,Diesel
2021,,automatique,,D,,4.3 l/100km,non requis,blanc metal,tissu noir,2,,,,60 877 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102161849.html,77,20/10/2021,M. ou Mme P.,5,5,1,EURO6,oui,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Volkswagen,GOLF 8,Equipement standard,VOLKSWAGEN GOLF VIII 2.0 TDI SCR 150 R-LINE 1ST DSG7,27 230 €,B102161849,,141 g/km,Diesel
2019,,automatique,,D,,7.5 l/100km,non requis,blanc opaque (verni sans reflet),cuir beige,1,,,,43 505 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102123255.html,92,06/03/2019,M. ou Mme C.,5,5,1,EURO6,oui,,,,211 ch,12 CV,155 kW,,Vendeur particulier,,,Mercedes,GLC,Bien équipé,MERCEDES GLC 250 EXECUTIVE 4MATIC BVA9,49 600 €,B102123255,,152 g/km,Essence
2016,,automatique,,C,,4.9 l/100km,requis,beige metal,cuir noir,2,,,,121 752 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102127309.html,95,26/06/2016,M. ou Mme K.,7,5,4,EURO6,non,,,,190 ch,10 CV,140 kW,,Vendeur particulier,,,Volvo,XC90 (2E GENERATION),Bien équipé,VOLVO XC90 II 2.0 D4 INSCRIPTION 7PL,36 480 €,B102127309,,136 g/km,Diesel
2018,,automatique,,F,,7.6 l/100km,non requis,bleu verni,cuir noir,2,,,,44 640 Km,https://www.lacentrale.fr//auto-occasion-annonce-66101963813.html,33,22/11/2018,M. ou Mme D.,5,5,2,EURO6,non,,,Importé,340 ch,24 CV,250 kW,,Vendeur particulier,,,Land rover,RANGE ROVER SPORT 2,Très bien équipé,LAND ROVER RANGE ROVER SPORT II (2) 4.4 SDV8 24CV AUTOBIOGRAPHY DYNAMIC AUTO,74 400 €,B101963813,,219 g/km,Diesel
1993,,mécanique,,F,,,requis,argent metal,tissu noir,,,,,307 800 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102149842.html,75,25/02/1993,M. ou Mme T.,5,5,2,,non,,,,79 ch,8 CV,,,Vendeur particulier,,,Volvo,245,,VOLVO 245 E,5 690 €,B102149842,,237 g/km,Essence
1987,,mécanique,,F,,,requis,noir verni,tissu gris,,,,,48 884 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102144720.html,67,10/11/1986,M. ou Mme W.,5,4,3,,non,,,,94 ch,9 CV,69 kW,,Vendeur particulier,,,Mercedes,190,,MERCEDES 190 2.5 D,18 440 €,B102144720,,205 g/km,Diesel
1991,,mécanique,,F,,,requis,gris foncé verni,tissu marron,,,,,333 200 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102160242.html,59,04/05/1991,M. ou Mme V.,5,2,2,,non,,,,132 ch,9 CV,97 kW,,Vendeur particulier,,,Mercedes,230 COUPE,,MERCEDES 230 COUPE CE,4 460 €,B102160242,,225 g/km,Essence
2018,,automatique,,C,,4.3 l/100km,requis,bleu metal,tissu noir,2,,,,124 320 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155740.html,57,13/06/2018,M. ou Mme D.,5,4,2,EURO6,non,,,,190 ch,10 CV,140 kW,,Vendeur particulier,,,Bmw,SERIE 4 F36 GRAN COUPE,Bien équipé,BMW SERIE 4 (F36) GRAN COUPE 420D XDRIVE 190 SPORT BVA8,26 080 €,B102155740,,126 g/km,Diesel
2016,,automatique,,F,,7 l/100km,requis,vert metal,cuir marron,2,,,,119 880 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102158533.html,95,08/04/2016,M. ou Mme O.,5,5,2,EURO5,non,,,,385 ch,28 CV,283 kW,,Vendeur particulier,,,Porsche,CAYENNE 2,Equipement standard,PORSCHE CAYENNE II (2) 4.1 TD 385 S TIPTRONIC,51 060 €,B102158533,,209 g/km,Diesel
1997,,mécanique,,E,,7.4 l/100km,requis,bleu metal,tissu noir,,,,,73 260 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102133774.html,48,25/06/1997,M. ou Mme T.,4,3,1,EURO1,oui,,,,90 ch,6 CV,66 kW,,Vendeur particulier,,,Opel,TIGRA,,OPEL TIGRA 1.4 16S,1 660 €,B102133774,,175 g/km,Essence
2012,,mécanique,,D,,4.4 l/100km,requis,beige metal,cuir noir,2,,,,243 090 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102138415.html,77,11/08/2012,M. ou Mme C.,5,5,2,EURO5,non,,,,163 ch,9 CV,120 kW,,Vendeur particulier,,,Volvo,V60,Bien équipé,VOLVO V60 D3 163 SUMMUM,7 770 €,B102138415,,144 g/km,Diesel
2021,,automatique,,C,,4.9 l/100km,non requis,gris anthracite metal,tissu gris,2,,en cours,,47 080 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102157311.html,78,12/11/2021,M. ou Mme A.,5,5,2,EURO6,non,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Volkswagen,TIGUAN 2,Bien équipé,VOLKSWAGEN TIGUAN II 2.0 TDI 150 MATCH DSG7,38 520 €,B102157311,,129 g/km,Diesel
2014,,automatique,,F,,7.5 l/100km,requis,gris anthracite metal,cuir noir,1,,,,162 960 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102139151.html,57,12/10/2014,M. ou Mme B.,5,5,5,EURO5,non,,,,561 ch,47 CV,412 kW,,Vendeur particulier,,,Audi,RS6 (3E GENERATION) AVANT,,AUDI RS6 III (2) AVANT 4.0 TFSI 560 QUATTRO TIPTRONIC,54 320 €,B102139151,,229 g/km,Essence
2016,,automatique,,A,,3.1 l/100km,requis,gris anthracite metal,tissu gris,1,,,,104 858 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102157628.html,75,10/12/2016,M. ou Mme B.,5,5,2,EURO6,non,,,,73 ch,3 CV,74 kW,non,Vendeur particulier,,,Toyota,YARIS 3,,TOYOTA YARIS III (2) HYBRID 100H DYNAMIC BUSINESS 5P,14 060 €,B102157628,,75 g/km,Hybride essence électrique
2015,,automatique,,B,,3.4 l/100km,requis,marron nacre,cuir marron,2,,,,136 730 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102156758.html,94,17/02/2015,M. ou Mme B.,5,4,2,EURO5,non,,,,105 ch,5 CV,77 kW,,Vendeur particulier,,,Audi,A3 (3E GENERATION) BERLINE,Bien équipé,AUDI A3 III BERLINE 1.6 TDI DPF 105 AMBIENTE S TRONIC 7,15 730 €,B102156758,,102 g/km,Diesel
2021,,automatique,,D,,5.5 l/100km,non requis,blanc verni,tissu noir,2,,,,52 170 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102133648.html,13,07/11/2021,M. ou Mme N.,5,4,2,EURO6,non,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Bmw,SERIE 4 F36 GRAN COUPE,Equipement standard,BMW SERIE 4 (F36) GRAN COUPE 418D LOUNGE BVA8,33 300 €,B102133648,,146 g/km,Diesel
2019,,mécanique,,B,,5.1 l/100km,non requis,rouge opaque (verni sans reflet),cuir/tissu noir,1,,,,61 050 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102156370.html,35,23/09/2019,M. ou Mme G.,5,3,2,EURO6,non,,,,86 ch,5 CV,63 kW,,Vendeur particulier,,,Ford,FIESTA 6,Bien équipé,FORD FIESTA VI 1.1 85 5CV BUSINESS 3P,11 090 €,B102156370,,115 g/km,Essence
2013,,mécanique,,B,,3.9 l/100km,requis,noir metal,tissu noir,1,,,,87 665 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102136254.html,95,05/10/2013,M. ou Mme S.,5,5,3,EURO5,non,,,,82 ch,4 CV,60 kW,,Vendeur particulier,,,Peugeot,208,Bien équipé,PEUGEOT 208 1.2 VTI 82 ALLURE 5P,10 160 €,B102136254,,104 g/km,Essence
2021,,automatique,,C,,,non requis,noir metal,cuir/alcantara gris,2,,,,62 370 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102140047.html,34,08/10/2021,M. ou Mme V.,5,5,1,EURO6,oui,,,,116 ch,6 CV,85 kW,,Vendeur particulier,,,Mercedes,CLASSE A 4,Equipement standard,MERCEDES CLASSE A IV 180 D AMG LINE 7G-DCT,33 230 €,B102140047,,127 g/km,Diesel
2016,,mécanique,,A,,2.9 l/100km,requis,gris metal,tissu noir,2,,,,188 320 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102139986.html,94,15/11/2016,M. ou Mme J.,5,5,2,EURO6,non,,,,120 ch,5 CV,88 kW,,Vendeur particulier,,,Peugeot,308 (2E GENERATION),Bien équipé,PEUGEOT 308 II 1.6 BLUEHDI 120 S&S BUSINESS PACK,10 000 €,B102139986,,82 g/km,Diesel
2022,,automatique,,A,,,non requis,noir metal,cuir noir,1,,,,16 585 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102151956.html,57,21/02/2022,M. ou Mme S.,5,5,1,EURO6,oui,,,,331 ch,21 CV,340 kW,oui,Vendeur particulier,,,Porsche,PANAMERA 2 SPORT TURISMO,Très bien équipé,PORSCHE PANAMERA II (2) SPORT TURISMO 2.9 V6 3.0 462 HYBRID 4,138 970 €,B102151956,,54 g/km,Hybride essence électrique
2019,,automatique,,D,,5.4 l/100km,non requis,noir metal,cuir beige,2,,,,86 140 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102153563.html,82,04/02/2019,M. ou Mme F.,5,5,4,EURO6,non,,,,177 ch,10 CV,129 kW,,Vendeur particulier,,,Renault,KOLEOS 2,Très bien équipé,RENAULT KOLEOS II 2.0 DCI 175 INITIALE PARIS 4X2 X-TRONIC,28 200 €,B102153563,,146 g/km,Diesel
2016,,mécanique,,A,,3.2 l/100km,requis,gris foncé metal,tissu noir,2,,,,122 631 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102146617.html,69,08/01/2017,M. ou Mme B.,5,5,1,EURO6,oui,,,,99 ch,5 CV,73 kW,,Vendeur particulier,,,Citroen,C3 (2E GENERATION),Très bien équipé,CITROEN C3 II (2) 1.6 BLUEHDI 100 S&S EXCLUSIVE,10 080 €,B102146617,,87 g/km,Diesel
2019,,automatique,,E,,6.7 l/100km,non requis,gris verni,cuir noir,1,,,,42 500 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102145233.html,67,07/09/2019,M. ou Mme S.,5,5,3,EURO6,non,,,,400 ch,29 CV,294 kW,,Vendeur particulier,,,Audi,RS3 (2E GENERATION) SPORTBACK,,AUDI RS3 II (2) SPORTBACK 2.5 TFSI 400 QUATTRO S TRONIC,69 980 €,B102145233,,192 g/km,Essence
2020,,automatique,,B,,4 l/100km,non requis,blanc opaque (verni sans reflet),alcantara noir,2,,,,106 920 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102158320.html,91,07/12/2020,M. ou Mme C.,5,5,1,EURO6,oui,,,,150 ch,7 CV,100 kW,,Vendeur particulier,,,Mercedes,CLASSE A 3,Très bien équipé,MERCEDES CLASSE A III (2) 200 D SPORT EDITION 7G-DCT,31 320 €,B102158320,,104 g/km,Diesel
2014,,automatique,,B,,4.2 l/100km,requis,gris metal,cuir noir,2,,,,132 240 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102161224.html,75,20/09/2014,M. ou Mme D.,5,5,3,EURO5,non,,,,136 ch,7 CV,100 kW,,Vendeur particulier,,,Mercedes,CLASSE B 2,Très bien équipé,MERCEDES CLASSE B II (2) 200 CDI FASCINATION 7G-DCT,19 380 €,B102161224,,120 g/km,Diesel
2018,,automatique,,C,,4.7 l/100km,requis,noir verni,cuir noir,2,,,,104 040 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102159613.html,95,19/10/2018,M. ou Mme L.,5,5,2,EURO6,non,,,,184 ch,10 CV,135 kW,,Vendeur particulier,,,Audi,Q3,Très bien équipé,AUDI Q3 (2) 2.0 TDI 184 AMBITION LUXE QUATTRO S TRONIC,33 580 €,B102159613,,139 g/km,Diesel
2012,,mécanique,,C,,4.6 l/100km,requis,gris clair metal,tissu gris,2,,,,164 280 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102147466.html,44,09/11/2012,M. ou Mme P.,5,5,4,EURO5,non,,,,112 ch,6 CV,82 kW,,Vendeur particulier,,,Citroen,C4 PICASSO,Très bien équipé,CITROEN C4 PICASSO (2) 1.6 HDI 110 FAP EXCLUSIVE,6 660 €,B102147466,,139 g/km,Diesel
2019,,mécanique,,B,,4.8 l/100km,non requis,blanc nacre,alcantara gris/bleu,1,,,,56 436 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102138892.html,17,02/11/2019,M. ou Mme Z.,5,5,2,EURO6,oui,,,,131 ch,7 CV,96 kW,,Vendeur particulier,,,Peugeot,2008,Très bien équipé,PEUGEOT 2008 (2) 1.2 PURETECH 130 S&S 7CV GT LINE,17 320 €,B102138892,,112 g/km,Essence
2021,,mécanique,,B,,5.2 l/100km,non requis,orange nacre,cuir/tissu noir,1,,,,32 262 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102151060.html,78,20/03/2021,M. ou Mme D.,5,5,2,EURO6,non,,,,101 ch,5 CV,74 kW,,Vendeur particulier,,,Renault,CLIO 5,Bien équipé,RENAULT CLIO V 1.0 TCE 100 INTENS,19 260 €,B102151060,,118 g/km,Essence
1999,,mécanique,,F,,,requis,jaune metal,simili cuir noir,3,,,,80 736 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155219.html,83,20/07/1999,M. ou Mme M.,2,2,2,EURO2,non,,,,147 ch,10 CV,108 kW,,Vendeur particulier,,,Renault,SPIDER,,RENAULT SPIDER 2.0 16S,62 670 €,B102155219,,211 g/km,Essence
2020,,mécanique,,C,,5.3 l/100km,non requis,bleu metal,tissu noir,1,,,,59 520 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102121267.html,40,15/02/2020,M. ou Mme D.,5,5,2,EURO6,oui,,,,71 ch,4 CV,52 kW,,Vendeur particulier,,,Nissan,MICRA 5,Bien équipé,NISSAN MICRA V 1.0 IG 71 MADE IN FRANCE,13 200 €,B102121267,,121 g/km,Essence
2009,,mécanique,,G,,8.4 l/100km,requis,gris foncé metal,cuir noir,2,,,,125 259 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102140522.html,34,19/02/2009,M. ou Mme C.,4,2,3,EURO4,non,,,Importé,355 ch,26 CV,283 kW,,Vendeur particulier,,,Porsche,911 TYPE 997,,PORSCHE 911 (997) 3.8 355 CARRERA 4S,67 260 €,B102140522,,283 g/km,Essence
2023,,mécanique,,C,,5.3 l/100km,non requis,blanc mat,tweed gris,1,,,,5 586 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102118762.html,78,23/05/2023,M. ou Mme R.,5,5,1,EURO6,oui,,,,83 ch,4 CV,61 kW,,Vendeur particulier,,,Citroen,C3 (3E GENERATION),Bien équipé,CITROEN C3 III (2) 1.2 PURETECH 83 S&S FEEL PACK,18 010 €,B102118762,,123 g/km,Essence
2017,,automatique,,B,,4.1 l/100km,requis,blanc metal,tissu gris,1,,,,111 128 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102162780.html,83,30/08/2017,M. ou Mme V.,5,5,1,EURO6,oui,,,,90 ch,5 CV,66 kW,,Vendeur particulier,,,Volkswagen,POLO 5,Bien équipé,VOLKSWAGEN POLO V (2) 1.2 TSI 90 BLUEMOTION TECHNOLOGY ALLSTAR DSG7 5P,14 490 €,B102162780,,109 g/km,Essence
2013,,mécanique,,C,,4.2 l/100km,requis,gris anthracite metal,cuir/tissu noir,2,,,,57 340 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102025089.html,92,22/01/2014,M. ou Mme A.,5,4,1,EURO5,oui,,,,140 ch,8 CV,120 kW,,Vendeur particulier,,,Citroen,C5 (2E GENERATION),,CITROEN C5 II (2) HDI 160 FAP EXCLUSIVE BVM6,12 200 €,B102025089,,135 g/km,Diesel
2011,,mécanique,,C,,4.1 l/100km,requis,gris foncé metal,cuir/tissu gris,3,,,,166 920 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102152187.html,09,16/05/2011,M. ou Mme S.,5,5,1,EURO4,oui,,,,106 ch,6 CV,78 kW,,Vendeur particulier,,,Renault,CLIO 3 ESTATE,Bien équipé,RENAULT CLIO III (2) ESTATE 1.5 DCI 105 DYNAMIQUE,5 770 €,B102152187,,123 g/km,Diesel
2019,,mécanique,,B,,4.1 l/100km,non requis,blanc metal,tissu gris,1,,,,39 428 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102133350.html,91,05/11/2019,M. ou Mme B.,5,5,2,EURO6,oui,,,,125 ch,6 CV,92 kW,,Vendeur particulier,,,Ford,FOCUS 3,Bien équipé,FORD FOCUS III (2) 1.0 ECOBOOST 125 S&S ST LINE BLACK 5P,18 390 €,B102133350,,108 g/km,Essence
2014,,automatique,,G,,11.9 l/100km,requis,noir mat,cuir marron,1,,,,90 929 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102018919.html,35,30/12/2014,M. ou Mme P.,5,5,3,EURO5,non,,,Importé,388 ch,31 CV,285 kW,,Vendeur particulier,,,Mercedes,CLASSE G 3,Bien équipé,MERCEDES CLASSE G BREAK LONG 500 7G-TRONIC PLUS,72 970 €,B102018919,,348 g/km,Essence
2020,,automatique,,D,,5.2 l/100km,non requis,gris quartz metal,cuir noir,2,,,,77 490 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155794.html,33,04/02/2020,M. ou Mme A.,5,5,2,EURO6,non,,,,136 ch,7 CV,100 kW,,Vendeur particulier,,,Mercedes,CLA SHOOTING BRAKE,Très bien équipé,MERCEDES CLA (2) SHOOTING BRAKE 200 D STARLIGHT EDITION BVA7,30 750 €,B102155794,,141 g/km,Diesel
2022,,automatique,,F,,9.8 l/100km,non requis,noir metal,cuir noir,1,,en cours,,41 730 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102135450.html,38,29/08/2022,M. ou Mme G.,5,5,2,EURO6,non,,,,450 ch,34 CV,331 kW,,Vendeur particulier,,,Audi,RS4 (5E GENERATION) AVANT,,AUDI RS4 V (2) AVANT V6 2.9 TFSI 450 QUATTRO TIPTRONIC,117 700 €,B102135450,,228 g/km,Essence
2021,,automatique,,D,,6.8 l/100km,non requis,noir metal,cuir/alcantara noir,1,,,,61 050 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102138037.html,69,20/11/2021,M. ou Mme M.,5,4,2,EURO6,non,,,,184 ch,10 CV,135 kW,,Vendeur particulier,,,Mercedes,CLASSE C 4,Très bien équipé,MERCEDES CLASSE C IV (2) 200 AMG LINE 9G-TRONIC,36 630 €,B102138037,,156 g/km,Essence
2019,,mécanique,,B,,3.8 l/100km,non requis,gris metal,tissu gris,1,,,,39 229 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102136277.html,91,28/12/2019,M. ou Mme P.,5,5,2,EURO6,non,,,,95 ch,5 CV,70 kW,,Vendeur particulier,,,Volkswagen,POLO 6,Equipement standard,VOLKSWAGEN POLO VI 1.0 TSI 95 BUSINESS,17 940 €,B102136277,,101 g/km,Essence
